2 		 1.000000e+00 		 5.707963e-01 		 1.107207e-01 		 2.146018e-01 		 4.764012e-01
3 		 4.446396e-01 		 3.407585e-01 		 2.617215e-02 		 5.194055e-02 		 7.382006e-01
4 		 2.847508e-01 		 2.388480e-01 		 1.151516e-02 		 2.295138e-02 		 5.231672e-01
5 		 2.092337e-01 		 1.834653e-01 		 6.454543e-03 		 1.288420e-02 		 2.002380e-01
6 		 1.653179e-01 		 1.488414e-01 		 4.124204e-03 		 8.238231e-03 		 2.341057e-01
7 		 1.366178e-01 		 1.251816e-01 		 2.861508e-03 		 5.718112e-03 		 9.031858e-02
8 		 1.163995e-01 		 1.080000e-01 		 2.101216e-03 		 4.199786e-03 		 1.413638e-01
9 		 1.013896e-01 		 9.495994e-02 		 1.608189e-03 		 3.214828e-03 		 5.106623e-02
10 		 8.980623e-02 		 8.472669e-02 		 1.270368e-03 		 2.539768e-03 		 9.858223e-02
11 		 8.059683e-02 		 7.648280e-02 		 1.028824e-03 		 2.057014e-03 		 3.276017e-02
12 		 7.309972e-02 		 6.969994e-02 		 8.501616e-04 		 1.699890e-03 		 7.469425e-02
13 		 6.687815e-02 		 6.402154e-02 		 7.143040e-04 		 1.428302e-03 		 2.277948e-02
14 		 6.163221e-02 		 5.919828e-02 		 6.085928e-04 		 1.216963e-03 		 5.969498e-02
15 		 5.714915e-02 		 5.505058e-02 		 5.247252e-04 		 1.049285e-03 		 1.674896e-02
16 		 5.327390e-02 		 5.144586e-02 		 4.570723e-04 		 9.140193e-04 		 4.950084e-02
17 		 4.989070e-02 		 4.828407e-02 		 4.017082e-04 		 8.033195e-04 		 1.282990e-02
18 		 4.691147e-02 		 4.548831e-02 		 3.558269e-04 		 7.115779e-04 		 4.216696e-02
19 		 4.426793e-02 		 4.299853e-02 		 3.173803e-04 		 6.347002e-04 		 1.014071e-02
20 		 4.190639e-02 		 4.076711e-02 		 2.848445e-04 		 5.696404e-04 		 3.666040e-02
21 		 3.978400e-02 		 3.875581e-02 		 2.570672e-04 		 5.140948e-04 		 8.216006e-03
22 		 3.786621e-02 		 3.693362e-02 		 2.331636e-04 		 4.662946e-04 		 3.238616e-02
23 		 3.612478e-02 		 3.527505e-02 		 2.124456e-04 		 4.248641e-04 		 6.791330e-03
24 		 3.453647e-02 		 3.375903e-02 		 1.943712e-04 		 3.887197e-04 		 2.897924e-02
25 		 3.308192e-02 		 3.236792e-02 		 1.785091e-04 		 3.569990e-04 		 5.707398e-03
